Show,Total Boletos,Nombre Localidad,Forma de Pago,Estado de Pago,EsCompartido,TipoShow,Mes,Día,Periodo,Mes_Show,Día_Show,Periodo_Show
San Juanes Santa Rosa del Tejar,4,INSCRIPCIÓN DIGITAL,PayPhone,1,1,Otro,Julio,Sábado,Tarde,Febrero,Lunes,Tarde
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,1,PLATEA MEDIA,Wallet,0,0,Donación,Julio,Domingo,Mañana,Marzo,Domingo,Tarde
TARDE CLIPP,5,FUNCIÓN 3,Wallet,0,0,Otro,Julio,Martes,Mañana,Octubre,Lunes,Mañana
LIBERTAD FC VS Emelec SC,6,PLATEA BAJA,PayPhone,1,1,Concierto,Julio,Lunes,Mañana,Marzo,Miércoles,Noche
San Juanes Santa Rosa del Tejar,6,PREVENTA ,AppExterna,1,1,Ferias,Julio,Viernes,Noche,Mayo,Miércoles,Noche
Libertad Vs U Catolica,5,VENTA OFICIAL,PayPhone,1,1,Cine,Julio,Lunes,Noche,Diciembre,Martes,Tarde
LIBERTAD FC VS Emelec SC,1,FUNCIÓN 3,PayPhone,1,1,Ferias,Julio,Viernes,Mañana,Febrero,Miércoles,Mañana
Los peces no vuelan,1,SALA 1 3D,PayPhone,0,0,Otro,Julio,Martes,Mañana,Marzo,Viernes,Noche
La Inocente,5,PREVENTA ,Wallet,0,1,Otro,Julio,Sábado,Noche,Julio,Martes,Tarde
JORGE GUZMAN VS BARCELONA,9,TRIBUNA SUR,AppExterna,1,1,Deporte,Julio,Viernes,Noche,Noviembre,Viernes,Mañana
CAPACITACION FERIA,3,FUNCIÓN 1,Wallet,1,1,Deporte,Julio,Domingo,Noche,Marzo,Miércoles,Tarde
DESAYUNO EMPRESARIAL,5,FUNCIÓN 1,PayPhone,1,1,Cine,Julio,Sábado,Tarde,Octubre,Martes,Tarde
MOANA 2,2,GOLDEN,PayPhone,1,0,Teatro,Julio,Sábado,Mañana,Julio,Viernes,Mañana
El viaje de la Santa,6,PRESIDENTES,Wallet,1,1,Deporte,Julio,Lunes,Mañana,Julio,Lunes,Noche
CAPACITACION FERIA,8,FUNCIÓN 3,AppExterna,0,1,Ferias,Julio,Lunes,Noche,Agosto,Miércoles,Noche
28ava Asamblea Nacional,5,Adhesiones,AppExterna,0,0,Otro,Julio,Domingo,Tarde,Junio,Sábado,Noche
FESTIVAL DE LA CHICHA,7,PLATEA BAJA,AppExterna,1,0,Talleres,Julio,Lunes,Mañana,Marzo,Sábado,Tarde
FESTIVAL DE LA CHICHA,9,PREVENTA ,PayPhone,1,0,Teatro,Julio,Jueves,Noche,Septiembre,Lunes,Mañana
La Inocente,4,PRESIDENTES,AppExterna,1,0,Concierto,Julio,Jueves,Tarde,Diciembre,Martes,Noche
FESTIVAL DE LA CHICHA,9,BOLETO PALCO,PayPhone,0,1,Teatro,Julio,Jueves,Noche,Septiembre,Martes,Tarde
FESTIVAL DE LA CHICHA,9,BOLETO PALCO,AppExterna,0,1,Otro,Julio,Viernes,Mañana,Julio,Martes,Noche
ALZATE,3,PREVENTA ,PayPhone,1,0,Teatro,Julio,Jueves,Mañana,Julio,Lunes,Noche
San Juanes Santa Rosa del Tejar,9,PREFERENCIA,PayPhone,0,1,Deporte,Julio,Martes,Noche,Marzo,Martes,Tarde
RALLY PROVINCIA DE LOJA,9,SALA 1 3D,AppExterna,0,0,Deporte,Julio,Sábado,Mañana,Septiembre,Sábado,Tarde
MOANA 2,7,FUNCIÓN 1,PayPhone,1,1,Teatro,Julio,Sábado,Mañana,Marzo,Jueves,Noche
El viaje de la Santa,7,CORTESÍAS GOLDEN,PayPhone,1,0,Deporte,Julio,Lunes,Noche,Noviembre,Sábado,Tarde
Libertad Vs U Catolica,2,CORTESÍAS,AppExterna,1,1,Talleres,Julio,Viernes,Noche,Marzo,Sábado,Tarde
CAPACITACION FERIA,1,Adhesiones,PayPhone,1,0,Cine,Julio,Miércoles,Tarde,Marzo,Domingo,Mañana
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,4,INSCRIPCIÓN DIGITAL,AppExterna,1,1,Otro,Julio,Jueves,Tarde,Febrero,Viernes,Tarde
JORGE GUZMAN VS BARCELONA,2,FUNCIÓN 1,PayPhone,0,0,Ferias,Julio,Miércoles,Mañana,Marzo,Domingo,Mañana
FESTIVAL DE LA CHICHA,2,SILLAS DIGITAL,PayPhone,0,1,Cine,Julio,Domingo,Mañana,Agosto,Viernes,Tarde
Libertad Vs U Catolica,5,GOLDEN,PayPhone,0,0,Donación,Julio,Domingo,Mañana,Noviembre,Domingo,Noche
CAPACITACION FERIA,2,SILLAS DIGITAL,AppExterna,1,0,Deporte,Julio,Jueves,Mañana,Diciembre,Jueves,Mañana
FESTIVAL DE LA CHICHA,7,TRIBUNA SUR,AppExterna,0,1,Ferias,Julio,Jueves,Tarde,Diciembre,Martes,Mañana
San Juanes Santa Rosa del Tejar,7,GOLDEN,PayPhone,0,1,Concierto,Julio,Miércoles,Mañana,Septiembre,Domingo,Noche
Ibarra Fight League,5,VENTA OFICIAL,PayPhone,0,1,Otro,Julio,Martes,Noche,Diciembre,Martes,Tarde
Ibarra Fight League,2,BOLETO PALCO,Wallet,1,0,Concierto,Julio,Sábado,Mañana,Octubre,Sábado,Mañana
El viaje de la Santa,2,PLATINUM,AppExterna,1,0,Talleres,Julio,Domingo,Mañana,Octubre,Domingo,Tarde
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,6,GENERAL,PayPhone,1,1,Deporte,Julio,Miércoles,Mañana,Marzo,Viernes,Tarde
MOANA 2,6,TRIBUNA SUR,AppExterna,1,1,Teatro,Julio,Sábado,Mañana,Diciembre,Martes,Tarde
28ava Asamblea Nacional,2,SALA 1 2D,PayPhone,1,0,Donación,Julio,Miércoles,Mañana,Marzo,Viernes,Mañana
LIBERTAD FC VS Emelec SC,5,SALA 3,AppExterna,1,1,Concierto,Julio,Jueves,Tarde,Marzo,Lunes,Noche
Los peces no vuelan,7,CORTESÍAS,Wallet,1,1,Talleres,Julio,Martes,Noche,Abril,Lunes,Tarde
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,1,PLATEA BAJA,AppExterna,1,1,Donación,Julio,Jueves,Noche,Julio,Viernes,Mañana
Libertad Vs U Catolica,2,TRIBUNA NORTE,AppExterna,0,0,Otro,Julio,Jueves,Noche,Febrero,Miércoles,Noche
LIBERTAD FC VS Emelec SC,4,PRESIDENTES,PayPhone,1,1,Talleres,Julio,Jueves,Tarde,Septiembre,Martes,Mañana
TARDE CLIPP,1,GOLDEN,Wallet,0,0,Otro,Julio,Lunes,Tarde,Febrero,Sábado,Noche
CAPACITACION FERIA,9,GOLDEN,Wallet,0,0,Talleres,Julio,Jueves,Tarde,Julio,Viernes,Mañana
El viaje de la Santa,7,PLATEA MEDIA,PayPhone,1,0,Teatro,Julio,Domingo,Noche,Febrero,Domingo,Tarde
MOANA 2,5,TRIBUNA NORTE,PayPhone,0,0,Concierto,Julio,Jueves,Mañana,Abril,Viernes,Noche
FESTIVAL DE LA CHICHA,5,BOLETO GENERAL,Wallet,0,0,Otro,Julio,Lunes,Tarde,Julio,Viernes,Tarde
San Juanes Santa Rosa del Tejar,8,PLATINUM,Wallet,0,1,Donación,Julio,Domingo,Tarde,Febrero,Jueves,Tarde
28ava Asamblea Nacional,9,PREFERENCIA,Wallet,1,1,Teatro,Julio,Jueves,Noche,Abril,Sábado,Tarde
Libertad Vs U Catolica,4,PLATEA BAJA,AppExterna,0,1,Ferias,Julio,Lunes,Noche,Marzo,Domingo,Tarde
Los peces no vuelan,8,FUNCIÓN 3,Wallet,1,1,Talleres,Julio,Miércoles,Tarde,Febrero,Viernes,Mañana
El viaje de la Santa,4,PREVENTA ,PayPhone,0,0,Donación,Julio,Sábado,Tarde,Noviembre,Sábado,Tarde
RALLY PROVINCIA DE LOJA,1,PREVENTA ,AppExterna,0,1,Concierto,Julio,Lunes,Mañana,Marzo,Domingo,Noche
LIBERTAD FC VS Emelec SC,5,GENERAL,PayPhone,1,0,Cine,Julio,Sábado,Noche,Junio,Sábado,Tarde
San Juanes Santa Rosa del Tejar,1,CORTESÍAS GOLDEN,Wallet,1,1,Deporte,Julio,Domingo,Tarde,Febrero,Lunes,Mañana
TARDE CLIPP,3,VENTA OFICIAL,AppExterna,0,0,Concierto,Julio,Martes,Noche,Agosto,Domingo,Tarde
ALZATE,7,SALA 1 2D,AppExterna,0,0,Donación,Julio,Sábado,Noche,Diciembre,Sábado,Tarde
La Inocente,9,INSCRIPCIÓN DIGITAL,AppExterna,0,0,Ferias,Julio,Miércoles,Tarde,Julio,Jueves,Noche
28ava Asamblea Nacional,1,PLATINUM,Wallet,1,1,Donación,Julio,Miércoles,Mañana,Mayo,Martes,Noche
El viaje de la Santa,4,FUNCIÓN 3,Wallet,1,1,Otro,Julio,Sábado,Mañana,Septiembre,Viernes,Tarde
LIBERTAD FC VS Emelec SC,5,SILLAS DIGITAL,Wallet,0,0,Ferias,Julio,Miércoles,Tarde,Febrero,Viernes,Noche
La Inocente,8,PALCO,PayPhone,1,1,Donación,Julio,Sábado,Noche,Junio,Miércoles,Tarde
FESTIVAL DE LA CHICHA,5,CORTESÍAS,PayPhone,1,0,Talleres,Julio,Sábado,Mañana,Noviembre,Jueves,Mañana
DESAYUNO EMPRESARIAL,5,Adhesiones,AppExterna,0,0,Cine,Julio,Sábado,Mañana,Abril,Domingo,Noche
JORGE GUZMAN VS BARCELONA,8,TRIBUNA NORTE,AppExterna,1,0,Concierto,Julio,Martes,Mañana,Noviembre,Jueves,Mañana
CAPACITACION FERIA,2,PREFERENCIA,PayPhone,0,0,Concierto,Julio,Domingo,Noche,Marzo,Lunes,Tarde
LIBERTAD FC VS Emelec SC,6,PRESIDENTES,Wallet,0,1,Otro,Julio,Miércoles,Tarde,Junio,Martes,Noche
MOANA 2,9,Golden Box,PayPhone,0,0,Otro,Julio,Domingo,Tarde,Septiembre,Sábado,Tarde
LIBERTAD FC VS Emelec SC,8,PALCO,AppExterna,1,1,Talleres,Julio,Sábado,Noche,Octubre,Domingo,Noche
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,1,SILLAS DIGITAL,PayPhone,0,1,Otro,Julio,Martes,Tarde,Mayo,Martes,Tarde
JORGE GUZMAN VS BARCELONA,8,GOLDEN,AppExterna,1,0,Talleres,Julio,Domingo,Mañana,Marzo,Miércoles,Tarde
CAPACITACION FERIA,9,PLATEA MEDIA,Wallet,1,0,Donación,Julio,Martes,Mañana,Mayo,Miércoles,Noche
La Inocente,5,PLATEA MEDIA,AppExterna,0,0,Ferias,Julio,Jueves,Tarde,Octubre,Jueves,Mañana
San Juanes Santa Rosa del Tejar,2,PRESIDENTES,AppExterna,1,1,Concierto,Julio,Miércoles,Mañana,Octubre,Jueves,Mañana
TARDE CLIPP,5,CORTESÍAS GOLDEN,PayPhone,1,0,Concierto,Julio,Jueves,Mañana,Noviembre,Domingo,Tarde
ALZATE,6,CORTESÍAS VIP,PayPhone,0,0,Talleres,Julio,Jueves,Mañana,Septiembre,Jueves,Tarde
El viaje de la Santa,6,Adhesiones,AppExterna,1,1,Otro,Julio,Jueves,Tarde,Agosto,Domingo,Tarde
CAPACITACION FERIA,8,PLATEA BAJA,AppExterna,1,1,Donación,Julio,Domingo,Noche,Mayo,Lunes,Noche
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,3,SILLAS DIGITAL,PayPhone,1,1,Talleres,Julio,Martes,Noche,Noviembre,Jueves,Tarde
San Juanes Santa Rosa del Tejar,8,Adhesiones,AppExterna,1,1,Donación,Julio,Miércoles,Tarde,Abril,Sábado,Noche
CAPACITACION FERIA,6,GOLDEN,AppExterna,1,1,Concierto,Julio,Lunes,Tarde,Julio,Jueves,Noche
San Juanes Santa Rosa del Tejar,1,PREVENTA ,AppExterna,1,1,Cine,Julio,Sábado,Noche,Diciembre,Viernes,Noche
Ibarra Fight League,4,CORTESÍAS,PayPhone,0,1,Ferias,Julio,Miércoles,Tarde,Julio,Viernes,Noche
JORGE GUZMAN VS BARCELONA,4,SALA 3,AppExterna,0,1,Concierto,Julio,Sábado,Tarde,Septiembre,Martes,Mañana
DESAYUNO EMPRESARIAL,7,INSCRIPCIÓN DIGITAL,PayPhone,0,1,Concierto,Julio,Sábado,Mañana,Octubre,Lunes,Noche
JORGE GUZMAN VS BARCELONA,6,INSCRIPCIÓN DIGITAL,AppExterna,0,1,Ferias,Julio,Sábado,Noche,Mayo,Lunes,Noche
FESTIVAL DE LA CHICHA,3,PLATINUM,AppExterna,1,1,Concierto,Julio,Domingo,Mañana,Octubre,Miércoles,Tarde
San Juanes Santa Rosa del Tejar,2,CORTESÍAS,AppExterna,1,0,Talleres,Julio,Viernes,Tarde,Septiembre,Domingo,Mañana
Ibarra Fight League,8,BOLETO SOLIDARIO,PayPhone,1,1,Donación,Julio,Miércoles,Mañana,Junio,Sábado,Tarde
El viaje de la Santa,1,PRESIDENTES,AppExterna,1,0,Talleres,Julio,Domingo,Tarde,Abril,Martes,Tarde
Libertad Vs U Catolica,6,PRESIDENTES,AppExterna,1,0,Ferias,Julio,Jueves,Mañana,Marzo,Lunes,Tarde
28ava Asamblea Nacional,3,TRIBUNA NORTE,PayPhone,1,0,Cine,Julio,Domingo,Tarde,Noviembre,Sábado,Mañana
TARDE CLIPP,1,SALA 3,AppExterna,1,1,Concierto,Julio,Jueves,Noche,Agosto,Domingo,Tarde
Libertad Vs U Catolica,3,BOLETO GENERAL,Wallet,0,1,Talleres,Julio,Viernes,Mañana,Octubre,Domingo,Tarde
MOANA 2,7,PREVENTA ,PayPhone,0,0,Concierto,Julio,Domingo,Noche,Junio,Martes,Tarde
CAPACITACION FERIA,9,SILLAS DIGITAL,PayPhone,1,1,Concierto,Julio,Jueves,Noche,Septiembre,Domingo,Noche
DESAYUNO EMPRESARIAL,6,TRIBUNA NORTE,PayPhone,1,0,Concierto,Julio,Miércoles,Noche,Julio,Jueves,Noche
TARDE CLIPP,3,GENERAL,PayPhone,0,1,Talleres,Julio,Miércoles,Noche,Diciembre,Miércoles,Noche
Libertad Vs U Catolica,2,GENERAL,AppExterna,0,0,Otro,Julio,Viernes,Noche,Mayo,Sábado,Tarde
MOANA 2,7,PLATEA ALTA,PayPhone,1,1,Ferias,Julio,Lunes,Mañana,Julio,Viernes,Noche
JORGE GUZMAN VS BARCELONA,6,CORTESÍAS VIP,Wallet,0,1,Deporte,Julio,Viernes,Noche,Julio,Domingo,Mañana
TARDE CLIPP,6,SILLAS DIGITAL,AppExterna,1,0,Otro,Julio,Viernes,Tarde,Julio,Miércoles,Mañana
FESTIVAL DE LA CHICHA,7,SALA 2,AppExterna,0,0,Otro,Julio,Sábado,Mañana,Mayo,Lunes,Noche
RALLY PROVINCIA DE LOJA,7,INSCRIPCIÓN DIGITAL,PayPhone,0,1,Cine,Julio,Sábado,Tarde,Agosto,Jueves,Noche
El viaje de la Santa,6,PREFERENCIA,Wallet,1,0,Cine,Julio,Viernes,Noche,Junio,Jueves,Tarde
Los peces no vuelan,7,BOLETO GENERAL,AppExterna,0,0,Cine,Julio,Viernes,Noche,Mayo,Lunes,Tarde
DESAYUNO EMPRESARIAL,7,GENERAL,PayPhone,1,0,Concierto,Julio,Domingo,Tarde,Agosto,Lunes,Tarde
Libertad Vs U Catolica,6,PLATEA MEDIA,AppExterna,1,1,Cine,Julio,Domingo,Noche,Mayo,Lunes,Noche
Ibarra Fight League,5,CORTESÍAS GOLDEN,PayPhone,1,1,Concierto,Julio,Jueves,Mañana,Mayo,Lunes,Mañana
RALLY PROVINCIA DE LOJA,8,BOLETO PALCO,Wallet,0,1,Deporte,Julio,Lunes,Noche,Septiembre,Lunes,Noche
JORGE GUZMAN VS BARCELONA,7,FUNCIÓN 1,PayPhone,1,0,Deporte,Julio,Viernes,Noche,Marzo,Miércoles,Noche
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,2,SALA 1 3D,AppExterna,1,1,Cine,Julio,Sábado,Noche,Junio,Viernes,Mañana
DESAYUNO EMPRESARIAL,3,FUNCIÓN 1,Wallet,0,1,Talleres,Julio,Domingo,Tarde,Mayo,Jueves,Mañana
DESAYUNO EMPRESARIAL,4,TRIBUNA NORTE,PayPhone,1,1,Otro,Julio,Lunes,Tarde,Julio,Martes,Tarde
LIBERTAD FC VS Emelec SC,8,CORTESÍAS VIP,Wallet,1,0,Ferias,Julio,Sábado,Mañana,Septiembre,Jueves,Noche
Ibarra Fight League,8,SALA 2,Wallet,1,1,Ferias,Julio,Jueves,Mañana,Junio,Martes,Noche
Libertad Vs U Catolica,3,CORTESÍAS VIP,AppExterna,0,1,Talleres,Julio,Viernes,Tarde,Diciembre,Sábado,Tarde
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,8,PLATEA MEDIA,Wallet,1,1,Teatro,Julio,Lunes,Tarde,Julio,Martes,Mañana
JORGE GUZMAN VS BARCELONA,2,SALA 1 3D,PayPhone,0,0,Deporte,Julio,Miércoles,Noche,Febrero,Sábado,Mañana
RALLY PROVINCIA DE LOJA,3,GOLDEN,AppExterna,0,1,Cine,Julio,Martes,Mañana,Abril,Viernes,Noche
ALZATE,3,PLATINUM,AppExterna,1,1,Concierto,Julio,Sábado,Tarde,Julio,Martes,Mañana
Los peces no vuelan,6,SALA 2,AppExterna,1,1,Cine,Julio,Lunes,Noche,Noviembre,Miércoles,Noche
Ibarra Fight League,2,GOLDEN,Wallet,1,0,Cine,Julio,Martes,Mañana,Septiembre,Lunes,Tarde
San Juanes Santa Rosa del Tejar,7,CORTESÍAS VIP,Wallet,0,0,Ferias,Julio,Viernes,Noche,Noviembre,Martes,Noche
El viaje de la Santa,8,PLATEA ALTA,AppExterna,0,0,Otro,Julio,Sábado,Noche,Septiembre,Lunes,Tarde
CAPACITACION FERIA,8,SILLAS DIGITAL,PayPhone,1,0,Ferias,Julio,Sábado,Mañana,Septiembre,Lunes,Mañana
Libertad Vs U Catolica,4,SALA 2,AppExterna,0,1,Concierto,Julio,Miércoles,Noche,Octubre,Jueves,Noche
San Juanes Santa Rosa del Tejar,1,VIP,PayPhone,1,1,Ferias,Julio,Lunes,Mañana,Julio,Viernes,Mañana
JORGE GUZMAN VS BARCELONA,5,Adhesiones,Wallet,1,0,Talleres,Julio,Lunes,Mañana,Diciembre,Jueves,Mañana
CAPACITACION FERIA,9,SILLAS DIGITAL,PayPhone,0,1,Cine,Julio,Sábado,Noche,Noviembre,Sábado,Mañana
LIBERTAD FC VS Emelec SC,2,CORTESÍAS,AppExterna,0,0,Cine,Julio,Lunes,Mañana,Diciembre,Miércoles,Noche
MOANA 2,1,BOLETO PALCO,AppExterna,0,0,Otro,Julio,Jueves,Tarde,Noviembre,Domingo,Tarde
LIBERTAD FC VS Emelec SC,6,CORTESÍAS,AppExterna,0,0,Otro,Julio,Miércoles,Mañana,Diciembre,Viernes,Noche
CAPACITACION FERIA,5,GENERAL,PayPhone,0,1,Donación,Julio,Viernes,Tarde,Julio,Sábado,Mañana
TARDE CLIPP,3,SALA 1 3D,AppExterna,1,0,Cine,Julio,Lunes,Tarde,Julio,Miércoles,Noche
FESTIVAL DE LA CHICHA,9,PLATEA ALTA,PayPhone,0,1,Concierto,Julio,Martes,Tarde,Junio,Lunes,Tarde
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,2,TRIBUNA NORTE,Wallet,1,1,Teatro,Julio,Martes,Tarde,Noviembre,Viernes,Tarde
CAPACITACION FERIA,1,PLATEA ALTA,Wallet,0,1,Teatro,Julio,Viernes,Noche,Abril,Domingo,Tarde
FESTIVAL DE LA CHICHA,8,VENTA OFICIAL,AppExterna,0,0,Deporte,Julio,Domingo,Noche,Septiembre,Miércoles,Mañana
Los peces no vuelan,8,SALA 1 2D,PayPhone,1,0,Otro,Julio,Jueves,Noche,Septiembre,Lunes,Tarde
ALZATE,8,FUNCIÓN 1,AppExterna,1,1,Deporte,Julio,Miércoles,Tarde,Junio,Viernes,Mañana
TARDE CLIPP,7,CORTESÍAS,Wallet,0,1,Talleres,Julio,Sábado,Tarde,Julio,Domingo,Mañana
DESAYUNO EMPRESARIAL,2,PLATEA MEDIA,AppExterna,1,1,Talleres,Julio,Jueves,Tarde,Octubre,Martes,Mañana
Los peces no vuelan,4,SALA 2,Wallet,0,0,Donación,Julio,Miércoles,Mañana,Junio,Miércoles,Tarde
JORGE GUZMAN VS BARCELONA,3,FUNCIÓN 2,Wallet,1,0,Talleres,Julio,Martes,Mañana,Diciembre,Lunes,Noche
Los peces no vuelan,3,SALA 1 2D,AppExterna,1,0,Concierto,Julio,Domingo,Tarde,Septiembre,Domingo,Tarde
CAPACITACION FERIA,5,BOLETO SOLIDARIO,Wallet,1,1,Donación,Julio,Miércoles,Tarde,Octubre,Domingo,Mañana
Libertad Vs U Catolica,7,SALA 2,PayPhone,0,1,Concierto,Julio,Lunes,Tarde,Octubre,Domingo,Mañana
Los peces no vuelan,4,GENERAL,Wallet,0,0,Deporte,Julio,Sábado,Noche,Septiembre,Jueves,Mañana
San Juanes Santa Rosa del Tejar,2,FUNCIÓN 2,PayPhone,1,0,Donación,Julio,Lunes,Tarde,Febrero,Miércoles,Mañana
JORGE GUZMAN VS BARCELONA,1,PLATEA ALTA,PayPhone,0,0,Teatro,Julio,Domingo,Mañana,Mayo,Miércoles,Mañana
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,6,GENERAL,AppExterna,0,1,Ferias,Julio,Sábado,Mañana,Octubre,Miércoles,Noche
DESAYUNO EMPRESARIAL,4,TRIBUNA NORTE,AppExterna,1,1,Cine,Julio,Jueves,Mañana,Septiembre,Jueves,Mañana
Los peces no vuelan,2,PLATEA BAJA,AppExterna,1,1,Ferias,Julio,Lunes,Tarde,Marzo,Miércoles,Tarde
TARDE CLIPP,4,TRIBUNA SUR,PayPhone,0,0,Ferias,Julio,Viernes,Noche,Marzo,Martes,Noche
RALLY PROVINCIA DE LOJA,2,FUNCIÓN 1,Wallet,0,1,Donación,Julio,Lunes,Mañana,Junio,Martes,Mañana
FESTIVAL DE LA CHICHA,8,SALA 2,PayPhone,0,0,Cine,Julio,Miércoles,Tarde,Noviembre,Miércoles,Tarde
Libertad Vs U Catolica,1,FUNCIÓN 3,Wallet,0,0,Otro,Julio,Lunes,Tarde,Abril,Jueves,Tarde
ALZATE,4,SILLAS DIGITAL,Wallet,1,0,Ferias,Julio,Miércoles,Tarde,Diciembre,Jueves,Tarde
Ibarra Fight League,4,SALA 1 2D,Wallet,1,0,Deporte,Julio,Domingo,Tarde,Diciembre,Jueves,Mañana
Ibarra Fight League,2,GOLDEN,Wallet,1,0,Donación,Julio,Miércoles,Noche,Diciembre,Lunes,Noche
LIBERTAD FC VS Emelec SC,8,GENERAL,Wallet,0,1,Concierto,Julio,Lunes,Noche,Agosto,Martes,Mañana
JORGE GUZMAN VS BARCELONA,9,VENTA OFICIAL,AppExterna,1,1,Talleres,Julio,Martes,Tarde,Abril,Lunes,Mañana
FESTIVAL DE LA CHICHA,8,INSCRIPCIÓN DIGITAL,AppExterna,1,1,Talleres,Julio,Martes,Mañana,Septiembre,Domingo,Noche
ALZATE,7,PREVENTA ,Wallet,0,1,Donación,Julio,Martes,Mañana,Febrero,Viernes,Noche
28ava Asamblea Nacional,9,CORTESÍAS VIP,Wallet,0,1,Cine,Julio,Miércoles,Noche,Abril,Miércoles,Noche
San Juanes Santa Rosa del Tejar,8,GENERAL,AppExterna,0,0,Donación,Julio,Domingo,Noche,Diciembre,Miércoles,Tarde
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,6,Golden Box,PayPhone,1,1,Ferias,Julio,Jueves,Tarde,Julio,Viernes,Mañana
FESTIVAL DE LA CHICHA,8,GENERAL,PayPhone,1,0,Talleres,Julio,Lunes,Noche,Agosto,Domingo,Noche
TARDE CLIPP,6,BOLETO PALCO,AppExterna,0,1,Talleres,Julio,Lunes,Tarde,Diciembre,Jueves,Noche
Ibarra Fight League,3,CORTESÍAS,Wallet,0,0,Otro,Julio,Jueves,Noche,Octubre,Domingo,Noche
FESTIVAL DE LA CHICHA,2,SALA 1 2D,Wallet,1,0,Otro,Julio,Miércoles,Noche,Febrero,Martes,Tarde
CAPACITACION FERIA,9,FUNCIÓN 1,PayPhone,1,0,Deporte,Julio,Domingo,Noche,Febrero,Viernes,Tarde
28ava Asamblea Nacional,6,SALA 1 2D,AppExterna,1,1,Otro,Julio,Jueves,Mañana,Junio,Domingo,Mañana
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,3,SALA 2,PayPhone,1,1,Cine,Julio,Lunes,Mañana,Diciembre,Jueves,Tarde
Los peces no vuelan,2,CORTESÍAS GOLDEN,Wallet,0,1,Cine,Julio,Jueves,Tarde,Octubre,Sábado,Noche
El viaje de la Santa,1,BOLETO SOLIDARIO,Wallet,0,0,Concierto,Julio,Jueves,Noche,Octubre,Lunes,Noche
28ava Asamblea Nacional,6,SALA 3,AppExterna,1,0,Deporte,Julio,Viernes,Noche,Abril,Jueves,Noche
TARDE CLIPP,6,CORTESÍAS GOLDEN,Wallet,1,0,Donación,Julio,Domingo,Tarde,Junio,Jueves,Tarde
RALLY PROVINCIA DE LOJA,3,VIP,Wallet,0,1,Donación,Julio,Viernes,Noche,Marzo,Lunes,Mañana
28ava Asamblea Nacional,5,PREVENTA ,PayPhone,1,0,Talleres,Julio,Martes,Mañana,Diciembre,Lunes,Mañana
El viaje de la Santa,9,SALA 1 2D,PayPhone,1,1,Cine,Julio,Domingo,Mañana,Febrero,Viernes,Mañana
JORGE GUZMAN VS BARCELONA,3,FUNCIÓN 1,AppExterna,0,1,Cine,Julio,Sábado,Mañana,Mayo,Miércoles,Tarde
RALLY PROVINCIA DE LOJA,1,FUNCIÓN 2,PayPhone,1,1,Cine,Julio,Jueves,Noche,Noviembre,Viernes,Mañana
JORGE GUZMAN VS BARCELONA,8,FUNCIÓN 2,AppExterna,0,1,Donación,Julio,Lunes,Mañana,Abril,Martes,Mañana
CAPACITACION FERIA,8,PREFERENCIA,Wallet,0,1,Otro,Julio,Sábado,Mañana,Diciembre,Viernes,Mañana
Los peces no vuelan,5,TRIBUNA NORTE,PayPhone,0,1,Deporte,Julio,Sábado,Noche,Abril,Miércoles,Tarde
JORGE GUZMAN VS BARCELONA,6,BOLETO GENERAL,AppExterna,0,0,Deporte,Julio,Lunes,Mañana,Noviembre,Miércoles,Mañana
Ibarra Fight League,5,INSCRIPCIÓN DIGITAL,PayPhone,1,1,Deporte,Julio,Sábado,Noche,Diciembre,Sábado,Noche
RALLY PROVINCIA DE LOJA,1,VIP,AppExterna,0,0,Cine,Julio,Jueves,Mañana,Febrero,Lunes,Noche
Ibarra Fight League,8,PRESIDENTES,Wallet,0,1,Donación,Julio,Jueves,Tarde,Marzo,Martes,Tarde
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,2,TRIBUNA SUR,AppExterna,1,0,Concierto,Julio,Sábado,Mañana,Octubre,Sábado,Noche
28ava Asamblea Nacional,6,VENTA OFICIAL,PayPhone,0,1,Concierto,Julio,Domingo,Noche,Octubre,Domingo,Tarde
MOANA 2,2,PALCO,AppExterna,1,0,Otro,Julio,Domingo,Noche,Julio,Lunes,Mañana
JORGE GUZMAN VS BARCELONA,8,FUNCIÓN 3,AppExterna,1,0,Ferias,Julio,Jueves,Tarde,Junio,Viernes,Noche
MOANA 2,1,VENTA OFICIAL,PayPhone,1,1,Talleres,Julio,Miércoles,Tarde,Julio,Martes,Tarde
DESAYUNO EMPRESARIAL,9,PREFERENCIA,PayPhone,0,1,Ferias,Julio,Miércoles,Tarde,Octubre,Viernes,Mañana
