Show,Nombre Localidad,Forma de Pago,Estado de Pago,EsCompartido,Mes,Día,Periodo,Mes_Show,Día_Show,Periodo_Show,Cluster,Total Boletos Pred,TipoShow Pred
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,PLATINUM,AppExterna,1,0,Junio,Jueves,Noche,Agosto,Sábado,Tarde,2,2,Deporte
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,BOLETO PALCO,PayPhone,0,1,Junio,Sábado,Tarde,Junio,Martes,Noche,2,2,Cine
TARDE CLIPP,GOLDEN,AppExterna,0,1,Junio,Jueves,Tarde,Febrero,Domingo,Mañana,2,3,Deporte
A pebble falling on a silent lake,BOLETO GENERAL,AppExterna,1,1,Junio,Domingo,Mañana,Octubre,Viernes,Noche,2,2,Cine
FESTIVAL DE LA CHICHA,TRIBUNA NORTE,PayPhone,1,0,Junio,Sábado,Tarde,Diciembre,Jueves,Mañana,2,3,Deporte
Ibarra Fight League,CORTESÍAS,AppExterna,1,1,Junio,Domingo,Mañana,Abril,Lunes,Tarde,2,2,Deporte
Los peces no vuelan,VIP,AppExterna,1,1,Junio,Miércoles,Noche,Agosto,Miércoles,Tarde,2,2,Deporte
San Juanes Santa Rosa del Tejar,TRIBUNA NORTE,AppExterna,0,1,Junio,Miércoles,Tarde,Noviembre,Lunes,Noche,0,2,Teatro
DESAYUNO EMPRESARIAL,FUNCIÓN 1,PayPhone,1,0,Junio,Miércoles,Tarde,Marzo,Martes,Noche,2,2,Concierto
28ava Asamblea Nacional,CORTESÍAS GOLDEN,AppExterna,0,1,Junio,Sábado,Mañana,Julio,Jueves,Noche,2,2,Cine
LIBERTAD FC VS Emelec SC,SALA 3,Wallet,0,1,Junio,Miércoles,Tarde,Julio,Domingo,Mañana,2,10,Deporte
Los peces no vuelan,BOLETO SOLIDARIO,PayPhone,1,0,Junio,Miércoles,Tarde,Julio,Sábado,Noche,2,2,Cine
MOANA 2,INSCRIPCIÓN DIGITAL,PayPhone,0,1,Junio,Domingo,Noche,Agosto,Sábado,Mañana,2,3,Deporte
TARDE CLIPP,SALA 3,PayPhone,0,0,Junio,Sábado,Noche,Abril,Sábado,Mañana,2,3,Deporte
RALLY PROVINCIA DE LOJA,GENERAL,AppExterna,0,0,Junio,Domingo,Noche,Octubre,Martes,Noche,2,2,Cine
Libertad Vs U Catolica,PLATINUM,Wallet,0,1,Junio,Domingo,Noche,Abril,Domingo,Tarde,2,3,Concierto
ALZATE,SALA 1 3D,PayPhone,1,0,Junio,Miércoles,Tarde,Noviembre,Sábado,Mañana,2,2,Deporte
MOANA 2,TRIBUNA NORTE,Wallet,0,1,Junio,Domingo,Noche,Diciembre,Miércoles,Tarde,2,4,Cine
28ava Asamblea Nacional,FUNCIÓN 2,PayPhone,0,1,Junio,Domingo,Mañana,Diciembre,Domingo,Tarde,2,2,Cine
DESAYUNO EMPRESARIAL,PLATEA ALTA,AppExterna,0,0,Junio,Domingo,Mañana,Marzo,Miércoles,Mañana,2,5,Teatro
MOANA 2,SALA 1 3D,Wallet,0,1,Junio,Lunes,Noche,Octubre,Viernes,Tarde,2,2,Concierto
Libertad Vs U Catolica,BOLETO PALCO,AppExterna,0,0,Junio,Domingo,Mañana,Noviembre,Jueves,Tarde,2,2,Cine
DESAYUNO EMPRESARIAL,PLATEA ALTA,AppExterna,0,0,Junio,Miércoles,Tarde,Septiembre,Miércoles,Tarde,3,2,Concierto
El viaje de la Santa,FUNCIÓN 2,PayPhone,0,1,Junio,Lunes,Noche,Agosto,Viernes,Tarde,2,2,Concierto
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,PRESIDENTES,Wallet,0,0,Junio,Jueves,Mañana,Mayo,Miércoles,Mañana,2,2,Teatro
Los peces no vuelan,PLATINUM,Wallet,0,1,Junio,Miércoles,Mañana,Noviembre,Viernes,Noche,0,2,Concierto
Ibarra Fight League,SILLAS DIGITAL,PayPhone,1,1,Junio,Domingo,Noche,Marzo,Domingo,Tarde,2,3,Concierto
RALLY PROVINCIA DE LOJA,Adhesiones,AppExterna,1,1,Junio,Jueves,Noche,Febrero,Domingo,Mañana,2,3,Deporte
RALLY PROVINCIA DE LOJA,VENTA OFICIAL,Wallet,0,0,Junio,Sábado,Mañana,Agosto,Lunes,Noche,2,3,Deporte
El After de las Artes Vivas,FUNCIÓN 1,PayPhone,0,1,Junio,Lunes,Mañana,Febrero,Viernes,Mañana,2,3,Concierto
La Inocente,CORTESÍAS GOLDEN,AppExterna,0,1,Junio,Miércoles,Mañana,Diciembre,Domingo,Noche,2,2,Cine
JORGE GUZMAN VS BARCELONA,FUNCIÓN 3,AppExterna,0,1,Junio,Jueves,Tarde,Junio,Domingo,Noche,2,3,Cine
A pebble falling on a silent lake,CORTESÍAS VIP,Wallet,0,1,Junio,Lunes,Mañana,Julio,Jueves,Mañana,2,6,Talleres
A pebble falling on a silent lake,GENERAL,PayPhone,0,1,Junio,Lunes,Tarde,Noviembre,Domingo,Tarde,2,3,Concierto
CAPACITACION FERIA,GOLDEN,PayPhone,0,0,Junio,Domingo,Tarde,Marzo,Lunes,Noche,2,2,Concierto
LIBERTAD FC VS Emelec SC,PALCO,AppExterna,1,1,Junio,Domingo,Mañana,Marzo,Domingo,Noche,2,2,Concierto
28ava Asamblea Nacional,BOLETO GENERAL,AppExterna,0,1,Junio,Miércoles,Tarde,Octubre,Viernes,Mañana,2,1,Concierto
LIBERTAD FC VS Emelec SC,SALA 1 2D,AppExterna,0,1,Junio,Miércoles,Noche,Junio,Jueves,Noche,2,2,Cine
TARDE CLIPP,TRIBUNA SUR,AppExterna,0,0,Junio,Miércoles,Mañana,Abril,Martes,Noche,2,2,Concierto
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,Golden Box,PayPhone,1,1,Junio,Jueves,Mañana,Abril,Miércoles,Noche,2,2,Concierto
ALZATE,CORTESÍAS VIP,Wallet,0,1,Junio,Lunes,Mañana,Marzo,Jueves,Tarde,2,2,Cine
San Juanes Santa Rosa del Tejar,CORTESÍAS VIP,PayPhone,1,1,Junio,Miércoles,Noche,Diciembre,Lunes,Mañana,2,2,Deporte
LIBERTAD FC VS Emelec SC,VENTA OFICIAL,AppExterna,1,1,Junio,Jueves,Tarde,Octubre,Sábado,Noche,2,2,Concierto
TARDE CLIPP,Adhesiones,PayPhone,1,1,Junio,Sábado,Tarde,Agosto,Miércoles,Tarde,2,2,Deporte
CAPACITACION FERIA,VIP,AppExterna,1,1,Junio,Miércoles,Noche,Noviembre,Viernes,Mañana,0,1,Teatro
El viaje de la Santa,PLATEA BAJA,Wallet,0,1,Junio,Lunes,Tarde,Octubre,Martes,Mañana,2,8,Teatro
MOANA 2,FUNCIÓN 2,AppExterna,0,1,Junio,Lunes,Noche,Noviembre,Viernes,Tarde,0,2,Concierto
La Inocente,SALA 1 3D,Wallet,0,0,Junio,Sábado,Noche,Marzo,Viernes,Noche,2,3,Concierto
CAPACITACION FERIA,CORTESÍAS VIP,AppExterna,0,1,Junio,Lunes,Mañana,Junio,Lunes,Tarde,2,3,Deporte
El After de las Artes Vivas,PREFERENCIA,Wallet,1,0,Junio,Lunes,Tarde,Julio,Lunes,Tarde,2,2,Deporte
A pebble falling on a silent lake,GENERAL,AppExterna,1,1,Junio,Domingo,Noche,Mayo,Lunes,Mañana,2,5,Deporte
San Juanes Santa Rosa del Tejar,SALA 2,AppExterna,0,0,Junio,Miércoles,Tarde,Octubre,Sábado,Mañana,2,2,Deporte
Libertad Vs U Catolica,Adhesiones,PayPhone,0,1,Junio,Sábado,Tarde,Septiembre,Jueves,Noche,3,2,Concierto
El After de las Artes Vivas,CORTESÍAS,PayPhone,1,1,Junio,Lunes,Mañana,Noviembre,Sábado,Noche,2,2,Concierto
Ibarra Fight League,CORTESÍAS VIP,Wallet,0,0,Junio,Sábado,Noche,Septiembre,Viernes,Noche,3,3,Concierto
MOANA 2,PALCO,PayPhone,0,1,Junio,Lunes,Noche,Junio,Viernes,Tarde,2,2,Cine
LIBERTAD FC VS Emelec SC,TRIBUNA SUR,Wallet,1,0,Junio,Sábado,Tarde,Abril,Sábado,Noche,2,2,Concierto
El viaje de la Santa,FUNCIÓN 1,Wallet,0,1,Junio,Miércoles,Noche,Agosto,Miércoles,Noche,2,2,Concierto
A pebble falling on a silent lake,SALA 1 3D,Wallet,1,1,Junio,Jueves,Noche,Noviembre,Martes,Mañana,0,6,Teatro
FESTIVAL DE LA CHICHA,FUNCIÓN 3,Wallet,0,0,Junio,Sábado,Noche,Marzo,Miércoles,Mañana,2,7,Teatro
MOANA 2,PALCO,PayPhone,1,1,Junio,Sábado,Mañana,Septiembre,Martes,Tarde,2,2,Deporte
LIBERTAD FC VS Emelec SC,PRESIDENTES,PayPhone,1,0,Junio,Jueves,Noche,Septiembre,Lunes,Mañana,2,2,Deporte
RALLY PROVINCIA DE LOJA,BOLETO GENERAL,AppExterna,0,0,Junio,Lunes,Noche,Agosto,Miércoles,Mañana,2,2,Ferias
Los peces no vuelan,FUNCIÓN 1,Wallet,0,0,Junio,Sábado,Noche,Octubre,Miércoles,Noche,2,2,Concierto
Libertad Vs U Catolica,SALA 1 3D,Wallet,0,0,Junio,Sábado,Tarde,Mayo,Viernes,Mañana,2,3,Deporte
El After de las Artes Vivas,Golden Box,PayPhone,0,1,Junio,Lunes,Tarde,Agosto,Sábado,Noche,2,3,Concierto
ALZATE,GENERAL,AppExterna,0,0,Junio,Lunes,Noche,Abril,Sábado,Noche,2,2,Concierto
Ibarra Fight League,PLATEA ALTA,Wallet,0,0,Junio,Lunes,Mañana,Abril,Martes,Mañana,2,3,Donación
28ava Asamblea Nacional,CORTESÍAS GOLDEN,Wallet,0,0,Junio,Jueves,Tarde,Mayo,Martes,Noche,2,2,Concierto
El viaje de la Santa,PLATEA BAJA,PayPhone,0,0,Junio,Miércoles,Tarde,Agosto,Sábado,Tarde,2,2,Deporte
La Inocente,Adhesiones,PayPhone,0,1,Junio,Jueves,Mañana,Mayo,Domingo,Noche,2,2,Concierto
DESAYUNO EMPRESARIAL,PRESIDENTES,Wallet,1,0,Junio,Jueves,Noche,Septiembre,Lunes,Noche,2,2,Deporte
El viaje de la Santa,PALCO,Wallet,0,0,Junio,Lunes,Tarde,Diciembre,Martes,Mañana,2,6,Otro
Libertad Vs U Catolica,PLATEA ALTA,AppExterna,0,0,Junio,Jueves,Noche,Noviembre,Martes,Mañana,2,3,Talleres
La Inocente,PALCO,AppExterna,0,0,Junio,Domingo,Noche,Agosto,Lunes,Mañana,2,2,Deporte
LIBERTAD FC VS Emelec SC,CORTESÍAS GOLDEN,AppExterna,0,1,Junio,Domingo,Tarde,Septiembre,Miércoles,Tarde,3,3,Concierto
FESTIVAL DE LA CHICHA,PALCO,PayPhone,0,0,Junio,Sábado,Mañana,Junio,Domingo,Mañana,2,3,Deporte
DESAYUNO EMPRESARIAL,Golden Box,Wallet,1,0,Junio,Jueves,Tarde,Agosto,Viernes,Noche,2,2,Deporte
LIBERTAD FC VS Emelec SC,SALA 3,Wallet,1,0,Junio,Sábado,Noche,Julio,Martes,Mañana,2,2,Talleres
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,SILLAS DIGITAL,PayPhone,1,0,Junio,Domingo,Mañana,Septiembre,Sábado,Noche,2,2,Concierto
TARDE CLIPP,PRESIDENTES,AppExterna,1,0,Junio,Miércoles,Tarde,Noviembre,Jueves,Noche,2,2,Deporte
San Juanes Santa Rosa del Tejar,PLATEA BAJA,Wallet,1,1,Junio,Domingo,Mañana,Junio,Domingo,Mañana,2,5,Deporte
LIBERTAD FC VS Emelec SC,GENERAL,PayPhone,1,0,Junio,Lunes,Noche,Julio,Jueves,Noche,2,2,Cine
El viaje de la Santa,BOLETO GENERAL,Wallet,1,1,Junio,Domingo,Tarde,Junio,Miércoles,Mañana,2,6,Teatro
28ava Asamblea Nacional,BOLETO SOLIDARIO,PayPhone,0,1,Junio,Miércoles,Noche,Julio,Martes,Mañana,2,3,Teatro
San Juanes Santa Rosa del Tejar,PLATEA ALTA,PayPhone,1,0,Junio,Miércoles,Mañana,Agosto,Domingo,Tarde,2,2,Concierto
Ibarra Fight League,FUNCIÓN 1,Wallet,1,1,Junio,Domingo,Tarde,Mayo,Lunes,Mañana,2,3,Deporte
Ibarra Fight League,PALCO,Wallet,1,0,Junio,Miércoles,Mañana,Junio,Martes,Tarde,2,2,Cine
Libertad Vs U Catolica,BOLETO SOLIDARIO,Wallet,0,0,Junio,Jueves,Mañana,Mayo,Jueves,Noche,2,2,Cine
MOANA 2,SALA 1 2D,Wallet,0,1,Junio,Domingo,Mañana,Septiembre,Lunes,Mañana,1,6,Deporte
La Inocente,PLATEA ALTA,Wallet,0,0,Junio,Sábado,Mañana,Febrero,Miércoles,Tarde,2,2,Concierto
Ibarra Fight League,SALA 1 2D,Wallet,0,0,Junio,Domingo,Noche,Agosto,Jueves,Tarde,2,3,Deporte
RALLY PROVINCIA DE LOJA,PLATEA MEDIA,PayPhone,0,0,Junio,Lunes,Tarde,Febrero,Sábado,Mañana,2,3,Deporte
JORGE GUZMAN VS BARCELONA,VIP,AppExterna,0,0,Junio,Domingo,Mañana,Octubre,Jueves,Tarde,2,2,Cine
JORGE GUZMAN VS BARCELONA,PALCO,PayPhone,1,1,Junio,Domingo,Noche,Febrero,Viernes,Noche,2,2,Concierto
El After de las Artes Vivas,PLATEA MEDIA,PayPhone,1,1,Junio,Lunes,Tarde,Octubre,Sábado,Tarde,2,2,Deporte
JORGE GUZMAN VS BARCELONA,VIP,PayPhone,1,1,Junio,Miércoles,Noche,Julio,Sábado,Mañana,2,2,Deporte
JORGE GUZMAN VS BARCELONA,SALA 1 2D,PayPhone,0,0,Junio,Domingo,Noche,Octubre,Martes,Tarde,2,2,Cine
El After de las Artes Vivas,INSCRIPCIÓN DIGITAL,AppExterna,0,0,Junio,Miércoles,Mañana,Julio,Lunes,Mañana,2,3,Deporte
TARDE CLIPP,BOLETO GENERAL,PayPhone,1,1,Junio,Jueves,Noche,Junio,Viernes,Mañana,2,3,Deporte
FESTIVAL DE LA CHICHA,INSCRIPCIÓN DIGITAL,Wallet,1,1,Junio,Sábado,Tarde,Mayo,Jueves,Mañana,2,3,Deporte
DESAYUNO EMPRESARIAL,SALA 1 2D,AppExterna,1,1,Junio,Domingo,Mañana,Mayo,Sábado,Mañana,2,3,Deporte
El After de las Artes Vivas,SALA 1 2D,AppExterna,0,0,Junio,Lunes,Mañana,Noviembre,Martes,Noche,0,2,Teatro
San Juanes Santa Rosa del Tejar,FUNCIÓN 1,Wallet,1,0,Junio,Sábado,Tarde,Abril,Miércoles,Noche,2,2,Concierto
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,GOLDEN,Wallet,0,1,Junio,Sábado,Tarde,Noviembre,Jueves,Mañana,2,7,Talleres
JORGE GUZMAN VS BARCELONA,PRESIDENTES,Wallet,0,0,Junio,Domingo,Noche,Marzo,Sábado,Mañana,2,3,Concierto
ALZATE,SALA 1 3D,Wallet,1,0,Junio,Miércoles,Mañana,Abril,Lunes,Tarde,2,2,Deporte
DESAYUNO EMPRESARIAL,FUNCIÓN 2,AppExterna,0,1,Junio,Lunes,Mañana,Marzo,Lunes,Mañana,2,5,Deporte
Los peces no vuelan,PREVENTA ,AppExterna,1,1,Junio,Miércoles,Mañana,Diciembre,Sábado,Mañana,2,1,Deporte
El After de las Artes Vivas,Golden Box,AppExterna,0,0,Junio,Lunes,Mañana,Septiembre,Martes,Noche,3,2,Concierto
ALZATE,CORTESÍAS VIP,AppExterna,1,0,Junio,Sábado,Mañana,Diciembre,Jueves,Mañana,2,3,Deporte
Libertad Vs U Catolica,GOLDEN,Wallet,1,1,Junio,Lunes,Mañana,Julio,Sábado,Tarde,2,4,Cine
TARDE CLIPP,PREVENTA ,PayPhone,0,0,Junio,Miércoles,Noche,Septiembre,Lunes,Noche,3,3,Deporte
JORGE GUZMAN VS BARCELONA,PLATINUM,PayPhone,0,0,Junio,Miércoles,Tarde,Octubre,Jueves,Mañana,2,4,Deporte
DESAYUNO EMPRESARIAL,INSCRIPCIÓN DIGITAL,PayPhone,1,1,Junio,Lunes,Noche,Julio,Sábado,Noche,2,2,Cine
El After de las Artes Vivas,TRIBUNA NORTE,Wallet,0,0,Junio,Jueves,Mañana,Octubre,Martes,Tarde,2,2,Deporte
Los peces no vuelan,FUNCIÓN 2,Wallet,0,1,Junio,Miércoles,Tarde,Agosto,Viernes,Noche,2,2,Concierto
28ava Asamblea Nacional,TRIBUNA NORTE,AppExterna,1,0,Junio,Sábado,Tarde,Mayo,Jueves,Noche,2,2,Cine
TARDE CLIPP,FUNCIÓN 2,PayPhone,0,1,Junio,Miércoles,Mañana,Septiembre,Viernes,Tarde,2,2,Concierto
Ibarra Fight League,PLATINUM,AppExterna,0,1,Junio,Lunes,Tarde,Septiembre,Sábado,Tarde,3,3,Concierto
RALLY PROVINCIA DE LOJA,BOLETO PALCO,Wallet,0,0,Junio,Miércoles,Mañana,Octubre,Martes,Tarde,2,1,Deporte
A pebble falling on a silent lake,TRIBUNA NORTE,PayPhone,1,1,Junio,Sábado,Tarde,Julio,Jueves,Mañana,2,4,Deporte
FESTIVAL DE LA CHICHA,SALA 2,Wallet,1,1,Junio,Jueves,Tarde,Agosto,Miércoles,Mañana,2,5,Deporte
DESAYUNO EMPRESARIAL,SALA 1 3D,PayPhone,1,0,Junio,Jueves,Tarde,Septiembre,Viernes,Noche,2,2,Concierto
28ava Asamblea Nacional,PLATINUM,PayPhone,1,1,Junio,Miércoles,Mañana,Mayo,Sábado,Mañana,2,2,Deporte
FESTIVAL DE LA CHICHA,PREFERENCIA,Wallet,1,0,Junio,Lunes,Tarde,Mayo,Martes,Mañana,2,2,Talleres
A pebble falling on a silent lake,GOLDEN,PayPhone,0,1,Junio,Sábado,Tarde,Marzo,Miércoles,Tarde,2,2,Concierto
JORGE GUZMAN VS BARCELONA,SALA 2,AppExterna,1,1,Junio,Sábado,Noche,Febrero,Lunes,Mañana,2,2,Deporte
CAPACITACION FERIA,PLATINUM,AppExterna,0,1,Junio,Domingo,Tarde,Febrero,Sábado,Mañana,2,3,Deporte
RALLY PROVINCIA DE LOJA,CORTESÍAS VIP,AppExterna,1,1,Junio,Jueves,Mañana,Agosto,Viernes,Noche,2,2,Deporte
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,PLATEA MEDIA,AppExterna,1,1,Junio,Domingo,Mañana,Junio,Miércoles,Tarde,2,2,Teatro
Los peces no vuelan,INSCRIPCIÓN DIGITAL,AppExterna,1,1,Junio,Jueves,Noche,Septiembre,Martes,Mañana,2,2,Deporte
El After de las Artes Vivas,PREFERENCIA,PayPhone,1,1,Junio,Sábado,Mañana,Octubre,Miércoles,Mañana,2,5,Teatro
MOANA 2,PREFERENCIA,AppExterna,1,0,Junio,Domingo,Tarde,Febrero,Sábado,Tarde,2,1,Deporte
RALLY PROVINCIA DE LOJA,CORTESÍAS,AppExterna,0,1,Junio,Miércoles,Mañana,Octubre,Domingo,Noche,2,3,Concierto
LIBERTAD FC VS Emelec SC,BOLETO SOLIDARIO,AppExterna,1,1,Junio,Sábado,Noche,Julio,Miércoles,Mañana,2,5,Teatro
El viaje de la Santa,FUNCIÓN 3,PayPhone,1,0,Junio,Domingo,Mañana,Marzo,Viernes,Mañana,2,1,Concierto
La Inocente,PALCO,PayPhone,1,1,Junio,Domingo,Noche,Junio,Jueves,Noche,2,2,Cine
MOANA 2,CORTESÍAS GOLDEN,PayPhone,1,1,Junio,Domingo,Mañana,Junio,Martes,Mañana,2,3,Talleres
El viaje de la Santa,FUNCIÓN 2,AppExterna,1,1,Junio,Lunes,Noche,Noviembre,Miércoles,Tarde,0,2,Teatro
JORGE GUZMAN VS BARCELONA,PREFERENCIA,PayPhone,0,1,Junio,Miércoles,Noche,Abril,Jueves,Mañana,2,4,Deporte
DESAYUNO EMPRESARIAL,PLATINUM,PayPhone,1,1,Junio,Lunes,Noche,Agosto,Sábado,Noche,2,2,Deporte
El After de las Artes Vivas,VENTA OFICIAL,PayPhone,0,0,Junio,Miércoles,Mañana,Julio,Miércoles,Noche,2,2,Concierto
El After de las Artes Vivas,TRIBUNA SUR,Wallet,0,1,Junio,Sábado,Mañana,Noviembre,Sábado,Noche,0,2,Concierto
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,PLATEA MEDIA,Wallet,1,0,Junio,Jueves,Mañana,Marzo,Domingo,Noche,2,2,Concierto
TARDE CLIPP,SALA 1 2D,Wallet,1,1,Junio,Miércoles,Mañana,Noviembre,Lunes,Mañana,0,8,Teatro
CAPACITACION FERIA,FUNCIÓN 3,PayPhone,0,1,Junio,Domingo,Mañana,Octubre,Sábado,Tarde,2,3,Concierto
DESAYUNO EMPRESARIAL,CORTESÍAS,AppExterna,1,0,Junio,Miércoles,Tarde,Mayo,Martes,Noche,2,2,Deporte
Ibarra Fight League,Adhesiones,AppExterna,1,1,Junio,Lunes,Noche,Marzo,Viernes,Tarde,2,1,Concierto
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,PREFERENCIA,Wallet,1,1,Junio,Jueves,Mañana,Abril,Jueves,Noche,2,2,Concierto
San Juanes Santa Rosa del Tejar,VIP,PayPhone,1,0,Junio,Sábado,Noche,Agosto,Miércoles,Tarde,2,2,Deporte
Los peces no vuelan,GENERAL,PayPhone,0,1,Junio,Sábado,Noche,Diciembre,Viernes,Noche,2,2,Cine
TARDE CLIPP,BOLETO GENERAL,Wallet,1,1,Junio,Miércoles,Mañana,Septiembre,Martes,Noche,2,2,Deporte
El viaje de la Santa,PREFERENCIA,PayPhone,0,0,Junio,Lunes,Tarde,Abril,Domingo,Tarde,2,2,Concierto
TARDE CLIPP,PREFERENCIA,Wallet,1,0,Junio,Lunes,Tarde,Marzo,Martes,Tarde,2,2,Otro
RALLY PROVINCIA DE LOJA,PLATINUM,AppExterna,0,1,Junio,Sábado,Noche,Julio,Viernes,Mañana,2,5,Talleres
El viaje de la Santa,SALA 2,Wallet,0,1,Junio,Domingo,Tarde,Mayo,Jueves,Mañana,2,3,Deporte
DESAYUNO EMPRESARIAL,VIP,Wallet,1,0,Junio,Jueves,Noche,Octubre,Martes,Noche,2,2,Deporte
MOANA 2,PREVENTA ,AppExterna,0,1,Junio,Domingo,Noche,Junio,Domingo,Noche,2,3,Cine
MOANA 2,BOLETO GENERAL,Wallet,1,1,Junio,Lunes,Tarde,Diciembre,Lunes,Tarde,2,2,Deporte
San Juanes Santa Rosa del Tejar,PREVENTA ,PayPhone,0,1,Junio,Miércoles,Noche,Septiembre,Jueves,Noche,3,3,Concierto
ALZATE,FUNCIÓN 3,Wallet,0,0,Junio,Lunes,Noche,Junio,Viernes,Noche,2,2,Cine
LIBERTAD FC VS Emelec SC,PALCO,PayPhone,0,0,Junio,Jueves,Tarde,Diciembre,Lunes,Noche,2,2,Deporte
La Inocente,GENERAL,PayPhone,1,1,Junio,Lunes,Noche,Abril,Jueves,Mañana,2,6,Deporte
TARDE CLIPP,CORTESÍAS VIP,PayPhone,1,0,Junio,Sábado,Mañana,Marzo,Miércoles,Noche,2,3,Concierto
A pebble falling on a silent lake,VIP,Wallet,1,0,Junio,Domingo,Noche,Agosto,Viernes,Tarde,2,1,Deporte
CAPACITACION FERIA,VENTA OFICIAL,PayPhone,1,0,Junio,Lunes,Tarde,Octubre,Jueves,Tarde,2,2,Cine
Los peces no vuelan,FUNCIÓN 2,Wallet,0,0,Junio,Domingo,Noche,Diciembre,Domingo,Noche,2,2,Cine
FESTIVAL DE LA CHICHA,Adhesiones,AppExterna,0,1,Junio,Sábado,Mañana,Febrero,Jueves,Tarde,2,2,Cine
Libertad Vs U Catolica,SALA 1 3D,PayPhone,1,1,Junio,Miércoles,Noche,Febrero,Jueves,Mañana,2,3,Teatro
DESAYUNO EMPRESARIAL,BOLETO PALCO,Wallet,0,0,Junio,Jueves,Mañana,Octubre,Martes,Mañana,2,2,Otro
28ava Asamblea Nacional,VIP,PayPhone,1,1,Junio,Miércoles,Tarde,Agosto,Sábado,Tarde,2,2,Deporte
Libertad Vs U Catolica,SALA 1 3D,AppExterna,1,1,Junio,Lunes,Noche,Junio,Martes,Tarde,2,2,Deporte
MOANA 2,SALA 1 2D,PayPhone,0,1,Junio,Domingo,Mañana,Diciembre,Martes,Mañana,2,2,Deporte
JORGE GUZMAN VS BARCELONA,PREVENTA ,Wallet,1,0,Junio,Sábado,Tarde,Marzo,Lunes,Tarde,2,3,Deporte
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,BOLETO SOLIDARIO,Wallet,1,1,Junio,Domingo,Noche,Abril,Jueves,Tarde,2,3,Deporte
A pebble falling on a silent lake,SALA 1 3D,PayPhone,1,1,Junio,Miércoles,Noche,Febrero,Miércoles,Noche,2,2,Concierto
JORGE GUZMAN VS BARCELONA,SALA 1 3D,PayPhone,0,1,Junio,Sábado,Tarde,Diciembre,Lunes,Tarde,2,3,Deporte
A pebble falling on a silent lake,TRIBUNA SUR,Wallet,0,1,Junio,Domingo,Tarde,Mayo,Miércoles,Mañana,1,4,Teatro
CAPACITACION FERIA,PREVENTA ,PayPhone,0,1,Junio,Jueves,Tarde,Abril,Jueves,Noche,2,2,Cine
El After de las Artes Vivas,TRIBUNA SUR,Wallet,1,0,Junio,Lunes,Tarde,Octubre,Jueves,Mañana,2,3,Talleres
El After de las Artes Vivas,PREVENTA ,PayPhone,1,1,Junio,Miércoles,Tarde,Febrero,Jueves,Mañana,2,3,Teatro
ALZATE,CORTESÍAS GOLDEN,PayPhone,0,0,Junio,Miércoles,Tarde,Noviembre,Jueves,Mañana,2,3,Teatro
RALLY PROVINCIA DE LOJA,SALA 2,AppExterna,1,0,Junio,Jueves,Noche,Marzo,Viernes,Noche,2,2,Concierto
CAPACITACION FERIA,SALA 1 2D,AppExterna,1,0,Junio,Sábado,Noche,Octubre,Lunes,Noche,2,2,Deporte
Ibarra Fight League,Golden Box,PayPhone,1,0,Junio,Domingo,Noche,Septiembre,Jueves,Noche,2,2,Concierto
El viaje de la Santa,SALA 3,Wallet,1,0,Junio,Sábado,Mañana,Mayo,Domingo,Tarde,2,2,Concierto
LIBERTAD FC VS Emelec SC,GOLDEN,Wallet,1,0,Junio,Jueves,Mañana,Agosto,Sábado,Mañana,2,2,Deporte
El viaje de la Santa,INSCRIPCIÓN DIGITAL,Wallet,0,1,Junio,Sábado,Mañana,Mayo,Jueves,Mañana,2,6,Deporte
JORGE GUZMAN VS BARCELONA,SALA 1 3D,PayPhone,1,1,Junio,Domingo,Tarde,Octubre,Martes,Tarde,2,2,Deporte
A pebble falling on a silent lake,Adhesiones,Wallet,1,0,Junio,Lunes,Tarde,Abril,Jueves,Tarde,2,2,Deporte
CAPACITACION FERIA,PREFERENCIA,PayPhone,1,0,Junio,Domingo,Tarde,Diciembre,Martes,Tarde,2,2,Deporte
JORGE GUZMAN VS BARCELONA,PRESIDENTES,PayPhone,0,0,Junio,Domingo,Mañana,Diciembre,Sábado,Mañana,2,1,Deporte
FESTIVAL DE LA CHICHA,PLATEA MEDIA,Wallet,0,1,Junio,Lunes,Mañana,Abril,Martes,Noche,2,2,Concierto
ALZATE,CORTESÍAS GOLDEN,Wallet,1,0,Junio,Domingo,Noche,Julio,Miércoles,Tarde,2,2,Concierto
La Inocente,SILLAS DIGITAL,Wallet,0,1,Junio,Jueves,Noche,Diciembre,Sábado,Noche,2,2,Cine
El After de las Artes Vivas,VIP,Wallet,1,0,Junio,Sábado,Noche,Junio,Lunes,Noche,2,2,Deporte
JORGE GUZMAN VS BARCELONA,FUNCIÓN 3,PayPhone,0,0,Junio,Domingo,Noche,Marzo,Jueves,Tarde,2,2,Cine
